ter;plot;label;ms;com;ind;sp;height;diameter;state;flower;;;;;
4;13;378;0;M;3;anthyllis;20,9;1,65;1;;;;;;
4;13;383;0;P;3;pistachia;36,7;3,95;;;;;;;
4;13;386;1;M;3;pistachia;24,1;3,42;;;;;;;
4;13;387;1;P;3;pistachia;14,3;2,5;;;;;;;
4;13;388;0;M;3;dorycnium;28;2,43;;;;;;;
4;13;389;0;D;3;dorycnium;;;3;;;;;;
4;13;998;1;M;3;anthyllis;22,2;2,69;;;;;;;
4;13;390;1;D;3;dorycnium;27;3,56;;;;;;;
4;13;391;0;D;3;dorycnium;23,5;2,75;;;;;;;
4;13;392;0;A;3;anthyllis;27,5;2,18;;;;;;;
4;13;393;1;A;3;anthyllis;11,5;0,85;;;;;;;
4;13;394;1;P;3;pistachia;23,5;2,83;2;;;;;;
4;13;395;0;P;3;pistachia;25,8;4,2;2;;;;;;
4;13;398;0;P;3;pistachia;28,4;4,04;1;;;;;;
4;13;399;0;D;3;dorycnium;27;4,08;;;;;;;
4;13;400;1;D;3;dorycnium;21,5;2,53;;;;;;;
4;13;960;0;D;3;dorycnium;24,7;4,03;;;;;;;
4;13;961;1;P;3;pistachia;24,3;3,88;;;;;;;
4;13;963;1;M;3;anthyllis;38,8;2,85;1;;;;;;
4;13;967;0;P;3;pistachia;14,1;2,9;;;;;;;
4;13;968;1;P;3;pistachia;33,4;5,06;;;;;;;
4;13;969;0;M;3;dorycnium;28,4;2,82;;;;;;;
4;13;970;0;P;3;pistachia;25;3,67;2;;;;;;
4;13;971;1;M;3;dorycnium;31,5;3,45;;;;;;;
4;13;972;0;M;3;dorycnium;24,9;1,99;;;;;;;
4;13;975;1;A;3;anthyllis;33;2;;1;;;;;
4;13;976;0;A;3;anthyllis;30,5;2,76;;1;;;;;
4;13;977;0;D;3;dorycnium;21,2;4,53;;;;;;;
4;13;978;1;M;3;pistachia;20;2,35;;;;;;;
4;13;979;0;M;3;dorycnium;24,6;2,72;;;;;;;
4;13;980;0;M;3;dorycnium;17,4;1,33;;;;;;;
4;13;981;1;A;3;anthyllis;20,3;2,96;;;;;;;
4;13;982;0;A;3;anthyllis;27,8;3,81;;1;;;;;
4;13;983;0;M;3;pistachia;20;2,6;1;;;;;;
4;13;984;1;M;3;anthyllis;26,9;1,95;;;;;;;
4;13;985;1;D;3;dorycnium;26,5;2,07;;;;;;;
4;13;986;1;A;3;anthyllis;22,3;1,69;;;;;;;
4;13;987;0;A;3;anthyllis;22,4;2,58;;;;;;;
4;13;988;0;A;3;anthyllis;25;2,94;;;;;;;
4;13;989;1;M;3;pistachia;26,1;2,78;1;;;;;;
4;13;990;1;A;3;anthyllis;30,5;2,21;;;;;;;
4;13;991;1;D;3;dorycnium;23;2,54;;;;;;;
4;13;993;0;D;3;dorycnium;30,3;2,2;;;;;;;
4;13;994;1;D;3;dorycnium;26,5;2,54;;;;;;;
4;13;995;1;P;3;pistachia;26,6;3,9;2;;;;;;
4;13;996;0;D;3;dorycnium;24,8;3,12;;;;;;;
4;13;997;1;D;3;dorycnium;27;;;;;;;;
4;14;281;0;A;3;anthyllis;14,4;2,52;;1;;;;;
4;14;282;1;A;3;anthyllis;27,5;1,56;;;;;;;
4;14;283;1;A;3;anthyllis;;;3;;;;;;
4;14;284;0;A;3;anthyllis;37;3,07;;1;;;;;
4;14;285;1;A;3;anthyllis;19,2;1,88;;;;;;;
4;14;288;0;M;3;dorycnium;27;2,39;;;;;;;
4;14;289;1;M;3;dorycnium;27,7;3,55;;;;;;;
4;14;291;0;M;3;pistachia;25,3;4,66;;;;;;;
4;14;292;1;M;3;dorycnium;26,5;2,2;;;;;;;
4;14;293;0;D;3;dorycnium;26,2;1,83;;;;;;;
4;14;294;1;D;3;dorycnium;31,2;3,42;;;;;;;
4;14;296;0;D;3;dorycnium;29;2,7;;;;;;;
4;14;297;1;D;3;dorycnium;27,5;2,72;;;;;;;
4;14;300;1;D;3;dorycnium;27,5;3,74;;;;;;;
4;14;301;0;D;3;dorycnium;24;3,15;;;;;;;
4;14;302;0;A;3;anthyllis;15,5;2,51;;1;;;;;
4;14;303;1;P;3;pistachia;29,2;4;1;;;;;;
4;14;304;0;P;3;pistachia;13,4;4,14;2;;;;;;
4;14;308;1;D;3;dorycnium;25;3,26;;;;;;;
4;14;309;0;D;3;dorycnium;23,4;2,59;;;;;;;
4;14;310;0;A;3;anthyllis;22,9;3,12;;1;;;;;
4;14;311;0;A;3;anthyllis;25,8;2,69;;1;;;;;
4;14;312;0;D;3;dorycnium;26;2,57;;;;;;;
4;14;313;0;P;3;pistachia;26,2;3,38;2;;;;;;
4;14;314;1;D;3;dorycnium;32,9;3,29;;;;;;;
4;14;315;1;P;3;pistachia;24;3,61;;;;;;;
4;14;316;1;M;3;pistachia;28,1;3,87;2;;;;;;
4;14;317;0;M;3;pistachia;26,2;4,01;2;;;;;;
4;14;318;1;M;3;pistachia;31,5;3,1;1;;;;;;
4;14;319;0;M;3;pistachia;18;2,57;;;;;;;
4;14;320;0;M;3;anthyllis;27,2;2,58;;1;;;;;
4;14;321;1;M;3;pistachia;26,2;2,86;;;;;;;
4;14;325;0;M;3;pistachia;21,6;2,86;1;;;;;;
4;14;326;1;M;3;dorycnium;23,5;2,34;;;;;;;
4;14;327;1;P;3;pistachia;17,2;2,78;;;;;;;
4;14;328;0;P;3;pistachia;27,5;4,34;1;;;;;;
4;14;330;0;A;3;anthyllis;22,4;1,64;;;;;;;
4;14;331;1;A;3;anthyllis;23,7;2,14;;;;;;;
4;14;332;0;P;3;pistachia;24,6;4,67;2;;;;;;
4;14;334;1;P;3;pistachia;9,5;2,07;;;;;;;
4;14;335;0;A;3;anthyllis;28,6;2,72;;1;;;;;
4;14;336;1;A;3;anthyllis;27;1,48;;;;;;;
4;14;337;0;A;3;anthyllis;20,2;2,22;;;;;;;
4;14;338;1;A;3;anthyllis;12,4;1,83;2;;;;;;
4;14;339;0;D;3;dorycnium;31;2,8;;;;;;;
4;14;340;1;D;3;dorycnium;27;1,98;;;;;;;
4;14;341;0;D;3;dorycnium;27,2;1,69;;;;;;;
4;14;342;1;D;3;dorycnium;28,1;3,08;;;;;;;
4;14;344;0;M;3;dorycnium;27,2;2,29;;;;;;;
4;14;345;1;M;3;dorycnium;32,5;2,79;;;;;;;
4;14;346;0;D;3;dorycnium;31,3;1,73;;;;;;;
4;14;347;0;A;3;anthyllis;12;1,45;;;;;;;
4;14;348;1;D;3;dorycnium;28,5;2,68;;;;;;;
4;14;349;1;A;3;anthyllis;16,1;1,75;;;;;;;
4;14;350;1;P;3;pistachia;23,1;3,54;;;;;;;
4;14;351;0;P;3;pistachia;19,4;2,09;2;;;;;;
4;14;352;1;P;3;pistachia;15,5;2,24;;;;;;;
4;14;353;0;P;3;pistachia;23,9;3,33;2;;;;;;
4;14;354;1;M;3;dorycnium;22,4;2,44;;;;;;;
4;14;355;0;M;3;anthyllis;;;3;;;;;;
4;14;356;0;P;3;pistachia;36,2;5,01;1;;;;;;
4;14;357;1;P;3;pistachia;29,9;3,39;;;;;;;
4;14;358;1;A;3;anthyllis;;;3;;;;;;
4;14;359;0;A;3;anthyllis;35;2,17;;1;;;;;
4;15;1452;0;D;3;dorycnium;30;3,3;;;;;;;
4;15;1453;1;D;3;dorycnium;31;1,9;;;;;;;
4;15;1455;0;D;3;dorycnium;32,5;4,03;;;;;;;
4;15;1457;0;D;3;dorycnium;23,8;2,83;;;;;;;
4;15;1458;1;D;3;dorycnium;26,1;1,96;;;;;;;
4;15;1459;0;D;3;dorycnium;25,9;2,83;;;;;;;
4;15;1460;0;M;3;pistachia;16;2,87;2;;;;;;
4;15;1462;1;M;3;dorycnium;25;3,12;;;;;;;
4;15;1463;1;P;3;pistachia;34,6;3,99;1;;;;;;
4;15;1464;0;P;3;pistachia;25,6;3,69;2;;;;;;
4;15;1465;1;D;3;dorycnium;35;3,49;;;;;;;
4;15;1466;0;P;3;pistachia;21,6;2,36;1;;;;;;
4;15;1467;1;P;3;pistachia;30,9;4,22;1;;;;;;
4;15;1468;0;M;3;anthyllis;22,3;1,54;;1;;;;;
4;15;1469;0;M;3;pistachia;25,2;3,34;2;;;;;;
4;15;1470;1;M;3;anthyllis;18,6;2,46;;;;;;;
4;15;1471;0;P;3;pistachia;17,5;2,18;2;;;;;;
4;15;1472;1;P;3;pistachia;23,2;2,74;;;;;;;
4;15;1473;1;P;3;pistachia;27;5,45;;;;;;;
4;15;1474;0;P;3;pistachia;24,1;3,88;;;;;;;
4;15;1475;1;M;3;pistachia;20,8;2,61;;;;;;;
4;15;1476;1;M;3;anthyllis;29,2;2,56;;;;;;;
4;15;1477;1;A;3;anthyllis;23,4;2,4;;;;;;;
4;15;1478;0;A;3;anthyllis;11,8;1,93;;;;;;;
4;15;1479;1;A;3;anthyllis;;;3;;;;;;
4;15;1480;0;A;3;anthyllis;;;3;;;;;;
4;15;1481;1;P;3;pistachia;19;3,42;;;;;;;
4;15;1482;0;P;3;pistachia;33,5;3,57;2;;;;;;
4;15;1483;0;D;3;dorycnium;26;1,2;;;;;;;
4;15;1484;1;D;3;dorycnium;28,6;1,73;;;;;;;
4;15;1485;0;D;3;dorycnium;31,5;2,52;;;;;;;
4;15;1486;1;D;3;dorycnium;32,3;2,73;;;;;;;
4;15;1488;0;M;3;dorycnium;28,2;2,45;;;;;;;
4;15;1490;0;P;3;pistachia;26,2;3,52;1;;;;;;
4;15;1491;1;A;3;anthyllis;;;3;;;;;;
4;15;1492;0;A;3;anthyllis;20,1;2,13;;;;;;;
4;15;1495;1;A;3;anthyllis;24,7;1,51;;;;;;;
4;15;1496;0;A;3;anthyllis;15,2;1,5;;;;;;;
4;15;1497;1;M;3;pistachia;19,2;4,39;;;;;;;
4;15;1498;0;M;3;anthyllis;14,5;1,75;;;;;;;
4;15;1499;0;A;3;anthyllis;32,7;3,19;;1;;;;;
4;15;1500;1;A;3;anthyllis;38;3,25;;;;;;;
4;15;1501;0;P;3;pistachia;20;2,57;2;;;;;;
4;15;1503;1;P;3;pistachia;21;3,76;;;;;;;
4;15;1504;0;P;3;pistachia;31,7;4,16;;;;;;;
4;15;1505;1;D;3;dorycnium;29,4;2,98;;;;;;;
4;15;1506;0;D;3;dorycnium;22,3;3,35;;;;;;;
4;15;1507;0;M;3;anthyllis;24,7;2,23;;1;;;;;
4;15;1508;1;M;3;dorycnium;22,5;5;;;;;;;
4;15;1509;0;M;3;anthyllis;33,8;2,22;;1;;;;;
4;15;1510;1;M;3;pistachia;18,5;5,05;;;;;;;
4;15;1512;1;D;3;dorycnium;26,5;1,84;;;;;;;
4;15;1513;0;D;3;dorycnium;27,6;2,42;;;;;;;
4;15;1515;0;A;3;anthyllis;24,1;2,69;;1;;;;;
4;15;1516;1;A;3;anthyllis;;;3;;;;;;
4;15;1523;1;A;3;anthyllis;20,6;1,56;;;;;;;
4;15;1524;0;A;3;anthyllis;5,7;0,84;2;;;;;;
4;15;1526;1;A;3;anthyllis;27,5;2,65;;1;;;;;
4;15;1527;0;A;3;anthyllis;20,9;1,66;1;;;;;;
4;15;1528;0;M;3;dorycnium;25,5;1,76;;;;;;;
4;15;1529;1;M;3;anthyllis;22,7;1,48;;;;;;;
4;15;1530;1;P;3;pistachia;24;3,31;;;;;;;
4;15;1531;1;D;3;dorycnium;34,1;2,45;;;;;;;
