ter;plot;label;ms;com;ind;sp;height;diameter;state;flower;;;;;
3;9;890;0;P;2;pistachia;22,7;2,85;1;;;;;;
3;9;891;0;M;2;pistachia;26;3,92;;;;;;;
3;9;892;1;M;2;pistachia;23;3,83;;;;;;;
3;9;897;1;P;2;pistachia;17,5;2,58;;;;;;;
3;9;898;0;P;2;pistachia;19;3,49;1;;;;;;
3;9;899;0;P;2;pistachia;17,3;3,06;;;;;;;
3;9;900;1;P;2;pistachia;18,5;2,58;;;;;;;
3;9;1329;1;M;2;dorycnium;22,8;1,55;;;;;;;
3;9;901;0;M;2;anthyllis;17;1,68;;;;;;;
3;9;905;0;D;2;dorycnium;17,3;3,34;;;;;;;
3;9;906;1;D;2;dorycnium;24;1,96;;;;;;;
3;9;907;0;A;2;anthyllis;17,8;1,74;;;;;;;
3;9;908;1;A;2;anthyllis;26,4;1,95;;;;;;;
3;9;912;1;M;2;pistachia;16,5;2,8;;;;;;;
3;9;911;0;M;2;pistachia;16,4;2,32;2;;;;;;
3;9;914;1;D;2;dorycnium;31,5;2,9;;;;;;;
3;9;915;0;D;2;dorycnium;37;2,59;;;;;;;
3;9;916;1;D;2;dorycnium;16,2;1,85;;;;;;;
3;9;917;0;D;2;dorycnium;34,3;2,21;;;;;;;
3;9;918;0;A;2;anthyllis;18,5;2,3;;;;;;;
3;9;919;1;A;2;anthyllis;18;2,04;;;;;;;
3;9;920;0;D;2;dorycnium;33,6;1,83;;;;;;;
3;9;921;1;D;2;dorycnium;37;2,49;;;;;;;
3;9;922;1;A;2;anthyllis;20,5;2,25;;;;;;;
3;9;923;0;A;2;anthyllis;18;3,63;;;;;;;
3;9;924;0;P;2;pistachia;13,6;1,79;1;;;;;;
3;9;925;1;P;2;pistachia;22,5;3,22;;;;;;;
3;9;926;0;D;2;dorycnium;30;2,34;;;;;;;
3;9;927;1;D;2;dorycnium;23,5;2,22;;;;;;;
3;9;928;0;P;2;pistachia;23,3;2,89;1;;;;;;
3;9;929;1;P;2;pistachia;19,3;3,3;;;;;;;
3;9;930;1;P;2;pistachia;14,5;2,91;;;;;;;
3;9;931;0;P;2;pistachia;25,5;2,48;1;;;;;;
3;9;932;1;D;2;dorycnium;29;1,98;;;;;;;
3;9;933;0;D;2;dorycnium;33;2;;;;;;;
3;9;934;0;D;2;dorycnium;25,3;2,02;;;;;;;
3;9;935;1;D;2;dorycnium;37,5;2,34;;;;;;;
3;9;936;0;P;2;pistachia;22;3,61;;;;;;;
3;9;937;1;P;2;pistachia;27,4;3,2;;;;;;;
3;9;938;0;M;2;;27,8;4,46;;;;;;;
3;9;939;1;M;2;;37;4,1;;;;;;;
3;9;941;0;A;2;anthyllis;25;2,14;;1;;;;;
3;9;942;1;A;2;anthyllis;14;2,32;;;;;;;
3;9;943;0;P;2;pistachia;14,7;3,95;2;;;;;;
3;9;944;1;P;2;pistachia;10,5;3,82;;;;;;;
3;9;947;1;D;2;dorycnium;28,5;2,18;;;;;;;
3;9;948;0;D;2;dorycnium;39,8;3,16;;;;;;;
3;9;952;0;A;2;anthyllis;14,2;1,72;;;;;;;
3;9;953;1;A;2;anthyllis;;;3;;;;;;
3;9;956;1;M;2;pistachia;20,9;3,65;;;;;;;
3;9;957;0;M;2;pistachia;21,2;2,75;1;;;;;;
3;9;958;0;M;2;dorycnium;28,5;2,19;;;;;;;
3;9;959;1;M;2;anthyllis;20,9;2,9;;;;;;;
3;10;1103;0;A;2;anthyllis;11,7;2,2;;;;;;;
3;10;1110;1;A;2;anthyllis;15,3;2,62;1;;;;;;
3;10;1113;0;A;2;anthyllis;30,3;2,54;;1;;;;;
3;10;1114;1;A;2;anthyllis;22,7;2,97;;;;;;;
3;10;1117;1;D;2;dorycnium;35,1;3,43;;;;;;;
3;10;1118;0;D;2;dorycnium;28;2,45;;;;;;;
3;10;1120;0;P;2;pistachia;23;3,79;;;;;;;
3;10;1121;1;P;2;pistachia;27;3,52;;;;;;;
3;10;1131;0;P;2;pistachia;9,3;2,37;;;;;;;
3;10;1077;1;P;2;pistachia;21,2;3,28;;;;;;;
3;10;1134;0;P;2;pistachia;19;3,2;;;;;;;
3;10;1135;1;P;2;pistachia;28,5;3,41;;;;;;;
3;10;1137;0;M;2;anthyllis;19,8;2,56;;;;;;;
3;10;1138;1;M;2;dorycnium;36;2,14;;;;;;;
3;10;1139;0;M;2;anthyllis;22,8;1,93;;;;;;;
3;10;1140;1;M;2;pistachia;27,3;2,98;;;;;;;
3;10;1143;0;P;2;pistachia;21,4;3,16;;;;;;;
3;10;1144;1;P;2;pistachia;19,9;3,42;;;;;;;
3;10;1145;1;D;2;dorycnium;30,7;3,26;;;;;;;
3;10;1146;0;D;2;dorycnium;28,5;1,5;;;;;;;
3;10;1148;1;M;2;dorycnium;31;1,84;;;;;;;
3;10;1149;0;M;2;dorycnium;30,8;3,03;;;;;;;
3;10;1051;0;A;2;anthyllis;19,7;2,4;;;;;;;
3;10;1052;1;A;2;anthyllis;20,4;1,7;;;;;;;
3;10;1059;1;D;2;dorycnium;36,6;2,12;;;;;;;
3;10;1060;0;D;2;dorycnium;34,5;3,04;;;;;;;
3;10;1064;1;M;2;dorycnium;27,7;2,11;;;;;;;
3;10;1067;0;D;2;dorycnium;16,4;2,03;;;;;;;
3;10;1068;1;D;2;dorycnium;27,6;2,37;;;;;;;
3;10;1071;1;P;2;pistachia;21,2;3,92;;;;;;;
3;10;1072;0;P;2;pistachia;22,5;3,23;;;;;;;
3;11;1022;0;M;2;anthyllis;24,5;1,92;;1;;;;;
3;11;1023;1;M;2;pistachia;31,2;3,09;;;;;;;
3;11;1026;0;P;2;pistachia;27,5;1,84;;;;;;;
3;11;1027;1;P;2;pistachia;24,2;3,04;;;;;;;
3;11;1029;1;D;2;dorycnium;34,9;1,9;;;;;;;
3;11;1030;0;D;2;dorycnium;36,6;2,5;;;;;;;
3;11;1031;0;P;2;pistachia;19,4;3,01;;;;;;;
3;11;1032;1;P;2;pistachia;17,7;2,54;;;;;;;
3;11;1033;0;D;2;dorycnium;27,8;3,19;;;;;;;
3;11;1034;1;D;2;dorycnium;34,3;1,48;;;;;;;
3;11;1035;0;D;2;dorycnium;40,5;3,25;;;;;;;
3;11;1037;0;P;2;pistachia;28,2;3,11;;;;;;;
3;11;1038;1;D;2;dorycnium;20,9;2,03;;;;;;;
3;11;1039;1;P;2;pistachia;29,5;3,4;1;;;;;;
3;11;1040;0;M;2;anthyllis;13;1,69;;;;;;;
3;11;1041;0;P;2;pistachia;15,8;2,72;;;;;;;
3;11;1042;1;P;2;pistachia;29,7;4,67;;;;;;;
3;11;1043;0;M;2;dorycnium;30,6;2,89;;;;;;;
3;11;1044;1;M;2;anthyllis;17,6;1,89;;1;;;;;
3;11;1045;1;D;2;dorycnium;21,3;2,14;;;;;;;
3;11;1046;0;D;2;dorycnium;27,6;1,96;;;;;;;
3;11;1047;0;P;2;pistachia;17,5;3,37;;;;;;;
3;11;1048;1;P;2;pistachia;22;3,57;;;;;;;
3;11;1049;0;A;2;anthyllis;18,1;2,63;;;;;;;
3;11;1050;0;A;2;anthyllis;19,5;2,36;;1;;;;;
3;11;1151;1;A;2;anthyllis;27,8;2,34;;1;;;;;
3;11;1152;1;M;2;pistachia;16,7;2,82;;;;;;;
3;11;1153;0;M;2;pistachia;19,7;2,84;1;;;;;;
3;11;1154;1;M;2;dorycnium;35,3;2,56;;;;;;;
3;11;1155;0;M;2;pistachia;18,7;2,66;1;;;;;;
3;11;1080;1;M;2;pistachia;38,5;3,23;1;;;;;;
3;11;1065;0;M;2;pistachia;19,8;2,04;1;;;;;;
3;11;1156;0;A;2;anthyllis;30,2;2,88;;1;;;;;
3;11;1079;1;A;2;anthyllis;20,8;2,72;;;;;;;
3;11;1081;1;A;2;anthyllis;19,2;2,2;;;;;;;
3;11;1084;0;A;2;anthyllis;18,4;2,34;;;;;;;
3;11;1085;1;A;2;anthyllis;;;3;;;;;;
3;11;1088;1;D;2;dorycnium;31,2;2,61;;;;;;;
3;11;1089;0;D;2;dorycnium;23;2,06;;;;;;;
3;11;1092;1;D;2;dorycnium;31;2,32;;;;;;;
3;11;1093;0;D;2;dorycnium;23,5;1,4;;;;;;;
3;11;1094;0;P;2;pistachia;24;4,04;;;;;;;
3;11;1159;0;A;2;anthyllis;17,2;1,17;;;;;;;
3;11;1095;1;A;2;anthyllis;24,8;1,94;;;;;;;
3;11;1096;1;A;2;anthyllis;16,4;1,81;;;;;;;
3;11;1197;0;A;2;anthyllis;;;3;;;;;;
3;11;1099;1;P;2;pistachia;16;2,33;;;;;;;
3;11;1100;0;P;2;pistachia;17,4;2,38;1;;;;;;
3;11;1001;0;D;2;dorycnium;27,6;1,9;;;;;;;
3;11;1002;1;D;2;dorycnium;29;2,56;;;;;;;
3;11;1003;1;P;2;pistachia;29,5;4,16;1;;;;;;
3;11;1004;0;P;2;pistachia;33;5,49;1;;;;;;
3;11;1005;1;D;2;dorycnium;30,1;2,43;;;;;;;
3;11;1006;1;A;2;anthyllis;21,5;2,41;;;;;;;
3;11;1007;0;A;2;anthyllis;29;1,96;;1;;;;;
3;11;1009;0;D;2;dorycnium;28,9;3,04;;;;;;;
3;11;1010;0;A;2;anthyllis;;;3;;;;;;
3;11;1012;0;M;2;dorycnium;33;2,33;;;;;;;
3;11;1013;1;M;2;dorycnium;31,5;2,68;;;;;;;
3;11;1014;0;M;2;anthyllis;34;1,98;1;1;;;;;
3;11;1015;1;M;2;anthyllis;33,2;3,86;;;;;;;
3;11;1016;1;A;2;anthyllis;21;1,9;;;;;;;
3;11;1018;1;P;2;pistachia;19;3,71;;;;;;;
3;11;1019;1;D;2;dorycnium;36,2;2,67;;;;;;;
3;11;1021;0;D;2;dorycnium;36;2,92;;;;;;;
3;12;801;0;M;2;anthyllis;20,4;2,37;;;;;;;
3;12;802;1;M;2;pistachia;24,8;3,94;;;;;;;
3;12;803;0;A;2;anthyllis;18,5;1,52;;;;;;;
3;12;804;0;M;2;pistachia;23;3,38;;;;;;;
3;12;805;1;A;2;anthyllis;15;1,01;;;;;;;
3;12;806;1;M;2;pistachia;17,6;2,42;;;;;;;
3;12;808;1;M;2;pistachia;27;4,05;;;;;;;
3;12;809;0;M;2;pistachia;26;3,48;1;;;;;;
3;12;810;1;D;2;dorycnium;27,3;1,53;;;;;;;
3;12;811;0;D;2;dorycnium;25,2;1,8;;;;;;;
3;12;814;0;P;2;pistachia;25,7;4,01;;;;;;;
3;12;815;1;P;2;pistachia;22,2;4,43;;;;;;;
3;12;816;0;D;2;dorycnium;35,2;2,35;;;;;;;
3;12;817;1;D;2;dorycnium;29,1;3,75;;;;;;;
3;12;818;0;M;2;dorycnium;30,1;3,32;;;;;;;
3;12;819;1;M;2;pistachia;36;5,72;;;;;;;
3;12;820;1;A;2;anthyllis;20,8;2,36;;;;;;;
3;12;821;1;D;2;dorycnium;30,7;2,74;;;;;;;
3;12;822;0;A;2;anthyllis;20,2;1,57;;;;;;;
3;12;823;0;D;2;dorycnium;27,5;4,05;;;;;;;
3;12;824;1;P;2;pistachia;21,3;2,87;;;;;;;
3;12;825;0;P;2;pistachia;17,7;2,35;1;;;;;;
3;12;834;0;M;2;dorycnium;24,2;2,49;;;;;;;
3;12;835;1;M;2;dorycnium;34,4;2,26;;;;;;;
3;12;836;0;P;2;pistachia;12,4;2,03;;;;;;;
3;12;833;1;P;2;pistachia;21,6;2,3;;;;;;;
3;12;837;0;P;2;pistachia;18,7;3,92;;;;;;;
3;12;838;1;P;2;pistachia;21,2;4,16;;;;;;;
3;12;839;0;A;2;anthyllis;11,5;1,86;2;;;;;;
3;12;842;1;P;2;pistachia;10,9;2,5;;;;;;;
3;12;843;0;P;2;pistachia;17;3,94;;;;;;;
3;12;844;1;A;2;anthyllis;15;2,21;;;;;;;
3;12;845;0;A;2;anthyllis;;;3;;;;;;
3;12;846;1;A;2;anthyllis;17,6;2,49;2;;;;;;
3;12;847;0;D;2;dorycnium;35;3,24;;;;;;;
3;12;848;1;D;2;dorycnium;28,6;2,06;;;;;;;
3;12;849;0;D;2;dorycnium;35,7;2,34;;;;;;;
3;12;850;1;D;2;dorycnium;40;3,07;;;;;;;
3;12;851;1;M;2;dorycnium;35;3,04;;;;;;;
3;12;852;0;M;2;anthyllis;29,1;1,52;;;;;;;
3;12;853;0;A;2;anthyllis;16,3;1,81;;;;;;;
3;12;854;0;A;2;anthyllis;12,2;1,02;;;;;;;
3;12;855;1;A;2;anthyllis;;;3;;;;;;
3;12;856;0;D;2;dorycnium;37,8;2,98;;;;;;;
3;12;857;1;D;2;dorycnium;27;1,65;;;;;;;
3;12;858;0;M;2;pistachia;29,5;3,38;1;;;;;;
3;12;859;1;M;2;pistachia;24,7;3,52;;;;;;;
3;12;860;1;A;2;anthyllis;18,8;1,55;;;;;;;
3;12;861;0;D;2;dorycnium;15;1,12;;;;;;;
3;12;862;1;D;2;dorycnium;14,7;1,29;;;;;;;
3;12;863;0;A;2;anthyllis;;;3;;;;;;
3;12;864;0;D;2;dorycnium;21,4;3,13;;;;;;;
3;12;865;1;A;2;anthyllis;4,2;0,88;;;;;;;
3;12;866;1;D;2;dorycnium;37,5;2,4;;;;;;;
3;12;867;0;M;2;pistachia;27,2;3,05;;;;;;;
3;12;868;1;M;2;pistachia;21,1;2,55;;;;;;;
3;12;869;0;P;2;pistachia;12,2;1,19;;;;;;;
3;12;870;0;A;2;anthyllis;31,9;2,62;;1;;;;;
3;12;871;1;A;2;anthyllis;;;3;;;;;;
3;12;874;1;P;2;pistachia;23,4;5,06;1;;;;;;
3;12;875;0;P;2;pistachia;22,4;2,7;;;;;;;
3;12;876;1;P;2;pistachia;23;3,2;;;;;;;
3;12;877;0;P;2;pistachia;30,8;3,24;1;;;;;;
4;13;360;1;A;2;anthyllis;18,2;1,9;;;;;;;
4;13;361;0;A;2;anthyllis;10,4;2,57;;;;;;;
4;13;362;0;A;2;anthyllis;28,7;2,09;;;;;;;
4;13;363;1;P;2;pistachia;30,1;4,61;;;;;;;
4;13;364;0;P;2;pistachia;18,2;2,11;2;;;;;;
4;13;365;0;P;2;pistachia;31,4;3,15;2;;;;;;
4;13;366;1;D;2;dorycnium;32,7;3,6;;;;;;;
4;13;367;0;D;2;dorycnium;24;2,87;;;;;;;
4;13;368;1;D;2;dorycnium;32;2,87;;;;;;;
4;13;369;1;A;2;anthyllis;18;3,03;;;;;;;
4;13;370;1;A;2;anthyllis;8,5;0,92;;;;;;;
4;13;371;0;A;2;anthyllis;32;2,35;2;;;;;;
4;13;372;0;A;2;anthyllis;32,3;2,4;;1;;;;;
4;13;373;1;M;2;pistachia;29;3,84;;;;;;;
4;13;374;1;P;2;pistachia;23,1;4,8;;;;;;;
4;13;375;1;M;2;dorycnium;29;2,79;;;;;;;
4;13;376;0;M;2;pistachia;21,6;3,33;1;;;;;;
4;13;378;0;M;2;dorycnium;27,3;2,71;;;;;;;
4;13;383;0;P;2;pistachia;20,6;4,42;1;;;;;;
4;13;386;1;M;2;anthyllis;19,5;1,91;;;;;;;
4;13;387;1;P;2;pistachia;16,3;3,3;;;;;;;
4;13;388;0;M;2;pistachia;27;4,34;1;;;;;;
4;13;389;0;D;2;dorycnium;22;2,81;;;;;;;
4;13;998;1;M;2;dorycnium;32;3,75;;;;;;;
4;13;390;1;D;2;dorycnium;31;4,4;;;;;;;
4;13;391;0;D;2;dorycnium;24,5;2,75;;;;;;;
4;13;392;0;A;2;anthyllis;16,5;1,57;;;;;;;
4;13;393;1;A;2;anthyllis;14,5;1,05;;;;;;;
4;13;394;1;P;2;pistachia;25,4;2,86;;;;;;;
4;13;395;0;P;2;pistachia;24,9;3,9;2;;;;;;
4;13;398;0;P;2;pistachia;24,5;3,74;2;;;;;;
4;13;399;0;D;2;dorycnium;27,5;2,6;;;;;;;
4;13;400;1;D;2;dorycnium;28,5;2,22;;;;;;;
4;13;960;0;D;2;dorycnium;26,5;2,14;;;;;;;
4;13;961;1;P;2;pistachia;28,1;4,39;1;;;;;;
4;13;963;1;M;2;pistachia;23,4;4,26;1;;;;;;
4;13;967;0;P;2;pistachia;16,5;3,06;;;;;;;
4;13;968;1;P;2;pistachia;30,3;5,7;1;;;;;;
4;13;969;0;M;2;anthyllis;44,3;2,75;;;;;;;
4;13;970;0;P;2;pistachia;19,4;3,84;2;;;;;;
4;13;971;1;M;2;pistachia;27,4;5,06;;;;;;;
4;13;972;0;M;2;pistachia;20,1;3,23;1;;;;;;
4;13;975;1;A;2;anthyllis;15,2;1,07;;1;;;;;
4;13;976;0;A;2;anthyllis;35,5;2,21;;1;;;;;
4;13;977;0;D;2;dorycnium;18,6;3,79;;;;;;;
4;13;978;1;M;2;anthyllis;24,5;1,57;;1;;;;;
4;13;979;0;M;2;pistachia;25,7;4,12;1;;;;;;
4;13;980;0;M;2;pistachia;13;1,75;1;;;;;;
4;13;981;1;A;2;anthyllis;22,9;2,19;;;;;;;
4;13;982;0;A;2;anthyllis;20,2;1,42;;;;;;;
4;13;983;0;M;2;anthyllis;33;2,44;;1;;;;;
4;13;984;1;M;2;dorycnium;28;2,78;;;;;;;
4;13;985;1;D;2;dorycnium;27,3;2,74;;;;;;;
4;13;986;1;A;2;anthyllis;21,6;1,22;;;;;;;
4;13;987;0;A;2;anthyllis;28,6;1,85;;;;;;;
4;13;988;0;A;2;anthyllis;31,5;2,29;;1;;;;;
4;13;989;1;M;2;anthyllis;25,5;1,85;;;;;;;
4;13;990;1;A;2;anthyllis;18,5;2,87;;;;;;;
4;13;991;1;D;2;dorycnium;38,7;3,27;;;;;;;
4;13;993;0;D;2;dorycnium;27,5;2,94;1;;;;;;
4;13;994;1;D;2;dorycnium;27,8;2,67;;;;;;;
4;13;995;1;P;2;pistachia;26,8;4,68;1;;;;;;
4;13;996;0;D;2;dorycnium;22,7;2,27;;;;;;;
4;13;997;1;D;2;dorycnium;18,7;1,83;;;;;;;
4;14;281;0;A;2;anthyllis;20,3;2,57;;;;;;;
4;14;282;1;A;2;anthyllis;17;2,22;;;;;;;
4;14;283;1;A;2;anthyllis;24,2;1,46;;1;;;;;
4;14;284;0;A;2;anthyllis;28,4;2,22;;;;;;;
4;14;285;1;A;2;anthyllis;23,1;1,87;;;;;;;
4;14;288;0;M;2;anthyllis;20,5;4,04;;;;;;;
4;14;289;1;M;2;anthyllis;19;2,43;;;;;;;
4;14;291;0;M;2;dorycnium;19,3;3,57;;;;;;;
4;14;292;1;M;2;pistachia;28,7;3,81;;;;;;;
4;14;293;0;D;2;dorycnium;24,2;3,05;;;;;;;
4;14;294;1;D;2;dorycnium;30,5;4,09;;;;;;;
4;14;296;0;D;2;dorycnium;22,6;2,67;;;;;;;
4;14;297;1;D;2;dorycnium;28,2;3,81;;;;;;;
4;14;300;1;D;2;dorycnium;21,4;2,43;;;;;;;
4;14;301;0;D;2;dorycnium;15,5;2,57;;;;;;;
4;14;302;0;A;2;anthyllis;14,2;1,85;;1;;;;;
4;14;303;1;P;2;pistachia;28,8;3,36;;;;;;;
4;14;304;0;P;2;pistachia;20;2,76;1;;;;;;
4;14;308;1;D;2;dorycnium;29,4;3,28;;;;;;;
4;14;309;0;D;2;dorycnium;23,5;3,6;;;;;;;
4;14;310;0;A;2;anthyllis;27,1;1,87;;;;;;;
4;14;311;0;A;2;anthyllis;28;2,1;;1;;;;;
4;14;312;0;D;2;dorycnium;29,5;2,65;;;;;;;
4;14;313;0;P;2;pistachia;25,1;3,58;2;;;;;;
4;14;314;1;D;2;dorycnium;36,4;3,12;;;;;;;
4;14;315;1;P;2;pistachia;21,2;3,85;;;;;;;
4;14;316;1;M;2;dorycnium;24,6;2,59;;;;;;;
4;14;317;0;M;2;dorycnium;30,1;4,8;;;;;;;
4;14;318;1;M;2;anthyllis;;;3;;;;;;
4;14;319;0;M;2;anthyllis;25,8;1,85;;;;;;;
4;14;320;0;M;2;pistachia;15,1;3,58;;;;;;;
4;14;321;1;M;2;anthyllis;25,5;1,46;;;;;;;
4;14;325;0;M;2;anthyllis;21,2;2,26;;;;;;;
4;14;326;1;M;2;anthyllis;32,5;2,05;;1;;;;;
4;14;327;1;P;2;pistachia;8;2,05;;;;;;;
4;14;328;0;P;2;pistachia;17,8;4,98;1;;;;;;
4;14;330;0;A;2;anthyllis;17,8;1,97;;1;;;;;
4;14;331;1;A;2;anthyllis;23,2;2,41;;;;;;;
4;14;332;0;P;2;pistachia;31,4;4,42;1;;;;;;
4;14;334;1;P;2;pistachia;23;5,56;;;;;;;
4;14;335;0;A;2;anthyllis;20,5;2,94;;;;;;;
4;14;336;1;A;2;anthyllis;24,3;1,66;;;;;;;
4;14;337;0;A;2;anthyllis;19,1;2,26;;;;;;;
4;14;338;1;A;2;anthyllis;14;1,81;;;;;;;
4;14;339;0;D;2;dorycnium;21,9;2,29;;;;;;;
4;14;340;1;D;2;dorycnium;31;2;;;;;;;
4;14;341;0;D;2;dorycnium;28,7;2,19;;;;;;;
4;14;342;1;D;2;dorycnium;27,2;2,67;;;;;;;
4;14;344;0;M;2;pistachia;24;4,15;2;;;;;;
4;14;345;1;M;2;pistachia;22,8;3,07;1;;;;;;
4;14;346;0;D;2;dorycnium;30;2,99;;;;;;;
4;14;347;0;A;2;anthyllis;20;1,43;;;;;;;
4;14;348;1;D;2;dorycnium;33;2,3;;;;;;;
4;14;349;1;A;2;anthyllis;40;2,66;;1;;;;;
4;14;350;1;P;2;pistachia;27,7;4,23;;;;;;;
4;14;351;0;P;2;pistachia;19;2,36;2;;;;;;
4;14;352;1;P;2;pistachia;33,2;3,37;2;;;;;;
4;14;353;0;P;2;pistachia;16,4;2,82;1;;;;;;
4;14;354;1;M;2;anthyllis;36,2;1,77;;1;;;;;
4;14;355;0;M;2;pistachia;29,2;3,74;2;;;;;;
4;14;356;0;P;2;pistachia;29;3,38;1;;;;;;
4;14;357;1;P;2;pistachia;27,4;3,29;1;;;;;;
4;14;358;1;A;2;anthyllis;26,4;2,07;;;;;;;
4;14;359;0;A;2;anthyllis;20;2,93;;;;;;;
4;15;1452;0;D;2;dorycnium;29,4;2,55;;;;;;;
4;15;1453;1;D;2;dorycnium;28,8;3,02;;;;;;;
4;15;1455;0;D;2;dorycnium;28,8;3,15;;;;;;;
4;15;1457;0;D;2;dorycnium;24;1,86;;;;;;;
4;15;1458;1;D;2;dorycnium;23,3;2;;;;;;;
4;15;1459;0;D;2;dorycnium;26,8;2,46;;;;;;;
4;15;1460;0;M;2;anthyllis;18;1,31;;;;;;;
4;15;1462;1;M;2;anthyllis;26,5;2,51;;1;;;;;
4;15;1463;1;P;2;pistachia;29;3,12;;;;;;;
4;15;1464;0;P;2;pistachia;27,5;3,8;1;;;;;;
4;15;1465;1;D;2;dorycnium;27,3;2,29;;;;;;;
4;15;1466;0;P;2;pistachia;21,5;2,95;1;;;;;;
4;15;1467;1;P;2;pistachia;25,5;3,9;;;;;;;
4;15;1468;0;M;2;pistachia;17,2;1,44;2;;;;;;
4;15;1469;0;M;2;dorycnium;30,6;2,54;;;;;;;
4;15;1470;1;M;2;pistachia;24,4;2,32;;;;;;;
4;15;1471;0;P;2;pistachia;23,1;3,08;1;;;;;;
4;15;1472;1;P;2;pistachia;17,2;3,16;;;;;;;
4;15;1473;1;P;2;pistachia;29,8;4,38;;;;;;;
4;15;1474;0;P;2;pistachia;17,8;3,34;;;;;;;
4;15;1475;1;M;2;anthyllis;36,5;4,7;;1;;;;;
4;15;1476;1;M;2;pistachia;20,7;2,16;;;;;;;
4;15;1477;1;A;2;anthyllis;16;1,86;;;;;;;
4;15;1478;0;A;2;anthyllis;29,9;3,03;;;;;;;
4;15;1479;1;A;2;anthyllis;19,9;1,7;;;;;;;
4;15;1480;0;A;2;anthyllis;21;1,73;;;;;;;
4;15;1481;1;P;2;pistachia;29,5;5,22;;;;;;;
4;15;1482;0;P;2;pistachia;24,2;4,8;;;;;;;
4;15;1483;0;D;2;dorycnium;24,9;2,09;;;;;;;
4;15;1484;1;D;2;dorycnium;32,5;2,06;;;;;;;
4;15;1485;0;D;2;dorycnium;29,2;2,83;;;;;;;
4;15;1486;1;D;2;dorycnium;30,2;2,59;;;;;;;
4;15;1488;0;M;2;anthyllis;17,5;2,91;;;;;;;
4;15;1490;0;P;2;pistachia;32,8;3,03;;;;;;;
4;15;1491;1;A;2;anthyllis;;;3;;;;;;
4;15;1492;0;A;2;anthyllis;34,4;2,31;;1;;;;;
4;15;1495;1;A;2;anthyllis;23,5;1,71;;;;;;;
4;15;1496;0;A;2;anthyllis;17;2,42;;;;;;;
4;15;1497;1;M;2;dorycnium;25,9;2,92;;;;;;;
4;15;1498;0;M;2;pistachia;8,2;2,62;;;;;;;
4;15;1499;0;A;2;anthyllis;;;3;;;;;;
4;15;1500;1;A;2;anthyllis;26,9;2,25;;1;;;;;
4;15;1501;0;P;2;pistachia;23,2;3,72;;;;;;;
4;15;1503;1;P;2;pistachia;28,5;4,3;;;;;;;
4;15;1504;0;P;2;pistachia;24,6;3,89;;;;;;;
4;15;1505;1;D;2;dorycnium;23;2,38;;;;;;;
4;15;1506;0;D;2;dorycnium;21,7;3,51;;;;;;;
4;15;1507;0;M;2;pistachia;26,2;5,2;1;;;;;;
4;15;1508;1;M;2;anthyllis;18,8;1,65;;;;;;;
4;15;1509;0;M;2;dorycnium;26,8;2,82;;;;;;;
4;15;1510;1;M;2;anthyllis;25;1,34;;;;;;;
4;15;1512;1;D;2;dorycnium;29;3,58;;;;;;;
4;15;1513;0;D;2;dorycnium;27,2;2,81;;;;;;;
4;15;1515;0;A;2;anthyllis;24,2;1,17;;1;;;;;
4;15;1516;1;A;2;anthyllis;18,3;1,62;2;;;;;;
4;15;1523;1;A;2;anthyllis;8,2;1,75;2;;;;;;
4;15;1524;0;A;2;anthyllis;17;1,35;;;;;;;
4;15;1526;1;A;2;anthyllis;24,5;2,38;;1;;;;;
4;15;1527;0;A;2;anthyllis;17,1;1,81;;;;;;;
4;15;1528;0;M;2;pistachia;20,5;2,37;;;;;;;
4;15;1529;1;M;2;pistachia;18,2;3,59;;;;;;;
4;15;1530;1;P;2;pistachia;25,3;3,83;;;;;;;
4;15;1531;1;D;2;dorycnium;32,2;2,65;;;;;;;
2;5;561;0;M;3;pistachia;21,3;3,62;1;;;;;;
2;5;562;1;M;3;dorycnium;27,7;2,05;;;;;;;
2;5;563;1;A;3;anthyllis;14,4;1,79;;;;;;;
2;5;564;1;D;3;dorycnium;29;2,97;;;;;;;
2;5;565;0;A;3;anthyllis;23,5;2,38;;;;;;;
2;5;566;1;D;3;dorycnium;29,3;2,6;;;;;;;
2;5;567;1;M;3;;28,5;4,24;;;;;;;
2;5;568;0;D;3;dorycnium;29,5;2,5;;;;;;;
2;5;569;0;M;3;anthyllis;12,9;2,18;;;;;;;
2;5;570;0;P;3;pistachia;25,9;4,54;2;;;;;;
2;5;571;1;P;3;pistachia;19,2;4;;;;;;;
2;5;578;0;P;3;pistachia;22,4;2,87;2;;;;;;
2;5;579;0;M;3;pistachia;24;2,84;2;;;;;;
2;5;580;1;M;3;dorycnium;31;2,97;;;;;;;
2;5;581;1;P;3;pistachia;24,5;4,07;2;;;;;;
2;5;582;0;D;3;dorycnium;28,6;3,91;;;;;;;
2;5;583;1;M;3;pistachia;15,8;3,79;1;;;;;;
2;5;584;1;D;3;dorycnium;31,9;4,62;;;;;;;
2;5;585;1;P;3;pistachia;23;3,24;;;;;;;
2;5;586;1;A;3;anthyllis;16,5;2,16;;;;;;;
2;5;587;0;A;3;anthyllis;17,2;2,39;;;;;;;
2;5;588;1;M;3;pistachia;29;4,48;2;;;;;;
2;5;589;0;M;3;dorycnium;21;3,05;;;;;;;
2;5;590;0;P;3;pistachia;24;2,81;1;;;;;;
2;5;591;0;P;3;pistachia;23,3;3,85;2;;;;;;
