ter;plot;label;ms;com;watering;sp1;sp2;sp3;fresh_mass1;fresh_mass2;fresh_mass3;fresh_m_f1;fresh_m_f2;fresh_m_f3;dry_mass1;dry_mass2;dry_mass3;dry_m_f1;dry_m_f2;dry_m_f3
4;15;1512;1;D;1;dorycnium;dorycnium;dorycnium;;;;;;;;;;;;
4;15;1513;0;D;1;dorycnium;dorycnium;dorycnium;;;;;;;;;;;;
4;15;1515;0;A;0;anthyllis;anthyllis;anthyllis;;;;;;;;;;;;
4;15;1523;1;A;1;anthyllis;anthyllis;anthyllis;0,086;0,102;0,092;0,077;0,09;0,084;0,022;0,028;0,024;0,02;0,024;0,022
4;15;1524;0;A;0;anthyllis;anthyllis;anthyllis;0,102;0,107;;0,098;0,098;;0,035;0,034;;0,034;0,033;
4;15;1526;1;A;0;anthyllis;anthyllis;anthyllis;;;;;;;;;;;;
4;15;1527;0;A;0;anthyllis;anthyllis;anthyllis;0,088;0,057;;0,08;0,05;;0,03;0,016;;0,028;0,014;
4;15;1528;0;M;0;anthyllis;pistachia;dorycnium;;;;;;;;;;;;
4;15;1529;1;M;1;dorycnium;pistachia;anthyllis;0,048;0,392;;;0,319;;0,017;0,238;;;0,196;
4;15;1530;1;P;0;pistachia;pistachia;pistachia;;;;;;;;;;;;
4;15;1531;1;D;1;dorycnium;dorycnium;dorycnium;;;;;;;;;;;;
