ter;plot;label;ms;com;watering;sp1;sp2;sp3;h1;h2;h3;d1;d2;d3;hm1;hm2;hm3;e1;e2;e3
4;13;983;0;M;1;dorycnium;anthyllis;pistachia;19,5;26,5;19;3,02;2,75;3,46;41,5;26;23,5;;;
4;13;984;1;M;1;pistachia;dorycnium;anthyllis;25;35,5;32,5;3,86;2,82;2,42;28,5;40,5;34;;;
4;13;985;1;D;0;dorycnium;dorycnium;dorycnium;49;38;28;5,4;3,1;2,17;49;38;24,5;;;
4;13;986;1;A;1;anthyllis;anthyllis;anthyllis;39;32,5;32,5;4,57;2,97;3,95;40;38;36,5;;;
4;13;987;0;A;1;anthyllis;anthyllis;anthyllis;37;30;38;5,04;2,9;6,51;38;30;41;;;
4;13;988;0;A;0;anthyllis;anthyllis;anthyllis;24,5;31;25;3,65;3,14;4,69;24;38;30;;;
4;13;990;1;A;0;anthyllis;anthyllis;anthyllis;40,5;27;D;4,1;2,94;3,6;40;28,5;D;;;
4;13;991;1;D;1;dorycnium;dorycnium;dorycnium;44;33,5;24,5;2,12;4,23;2,53;46,5;44,5;27,5;;;
4;13;993;0;D;0;dorycnium;dorycnium;dorycnium;C;34,5;D;1,67;3,29;2,11;C;35;D;cassé sur le coup;;
4;13;994;1;D;1;dorycnium;dorycnium;dorycnium;35,5;40;D;3;3,87;3,48;35;42;D;;;
4;13;995;1;P;0;pistachia;pistachia;pistachia;D;D;30;3,44;3,92;4,76;D;D;30;;;
4;13;996;0;D;0;dorycnium;dorycnium;dorycnium;20;18,5;40;2,96;2,68;3,11;29;17,5;40,5;;;
4;13;997;1;D;0;dorycnium;dorycnium;dorycnium;22,5;C;34;1,66;1,92;2,75;23,5;C;36,5;;;
4;14;281;0;A;1;anthyllis;anthyllis;anthyllis;24;24,5;32;4,02;4,51;4,38;30;26,5;36,5;;;
4;14;282;1;A;0;anthyllis;anthyllis;anthyllis;36,5;30;37;3,82;3,44;2,45;42,5;32;36;;;
4;14;284;0;A;1;anthyllis;anthyllis;anthyllis;8,5;26;31;2,44;2,3;3,43;8,5;30;31;;;
4;14;285;1;A;1;anthyllis;anthyllis;anthyllis;23;M;25,5;3,15;M;2,62;26,5;M;29;;;
4;14;288;0;M;0;pistachia;anthyllis;dorycnium;26,5;23,5;33;4,61;5,16;2,78;28;25,5;33,5;;;
4;14;289;1;M;1;pistachia;anthyllis;dorycnium;27,5;17;D;4,3;3,3;3,09;28;17,5;D;;;
4;14;291;0;M;1;anthyllis;dorycnium;pistachia;17,5;33,5;24,5;3,03;3,6;5,23;19,5;34,5;27,5;;;
4;14;292;1;M;0;anthyllis;pistachia;dorycnium;32,5;D;D;3,19;4,33;2,15;34;D;D;;;
4;14;293;0;D;1;dorycnium;dorycnium;dorycnium;30,5;34;31;3,72;3,3;2,25;30,5;45;29;;;
4;14;294;1;D;0;dorycnium;dorycnium;dorycnium;31,5;31,5;D;4,61;4,03;4,04;33;36,5;D;;;
4;14;296;0;D;1;dorycnium;dorycnium;dorycnium;25,5;35,5;30;2,12;3,1;3,01;26;35;33;;;
4;14;297;1;D;1;dorycnium;dorycnium;dorycnium;35;34,5;27,5;2,69;3,72;2,38;34,5;35,5;27;;;
4;14;300;1;D;0;dorycnium;dorycnium;dorycnium;31;D;D;3,43;2,51;3,7;32,5;D;D;;;
4;14;301;0;D;0;dorycnium;dorycnium;dorycnium;40,5;6,5;24,5;3,96;2,85;4;44;7;34,5;;resprout;
4;14;303;1;P;0;pistachia;pistachia;pistachia;D;D;28;3,85;3,44;4,32;D;D;31,5;;;
4;14;304;0;P;1;pistachia;pistachia;pistachia;6;D;D;4,47;4,24;4,03;5;D;D;resprout;;
4;14;308;1;D;0;dorycnium;dorycnium;dorycnium;28,5;D;D;2,91;3,31;3,46;35,5;D;D;;;
4;14;309;0;D;0;dorycnium;dorycnium;dorycnium;29;30,5;D;3,95;3,01;3,39;32;36,5;D;;;
4;14;310;0;A;0;anthyllis;anthyllis;anthyllis;6;34,5;30,5;NA;2,85;4,34;6,5;34,5;31;resprout;;
4;14;311;0;A;0;anthyllis;anthyllis;anthyllis;27;33,5;21,5;3,21;2,91;3,73;28,5;35;37,5;;;
4;14;312;0;D;0;dorycnium;dorycnium;dorycnium;18;26,5;23,5;2,23;2,54;2,56;41;29;34;;cassé ?;
4;14;313;0;P;0;pistachia;pistachia;pistachia;28;24,5;D;3,56;3,96;2,99;29;28;D;;;
4;14;314;1;D;0;dorycnium;dorycnium;dorycnium;52;37,5;39;3,77;3,37;3,45;52,5;40;39,5;;;
4;14;315;1;P;1;pistachia;pistachia;pistachia;19,5;20,5;22,5;4,3;4,24;3,7;23;25;26;;;
4;14;316;1;M;1;anthyllis;dorycnium;pistachia;28,5;29;27;3,79;3,61;4,13;29;27;29,5;;;
4;14;317;0;M;1;anthyllis;dorycnium;pistachia;25,5;28,5;27,5;2,52;4,61;4;24,5;30;30,5;;;
4;14;319;0;M;0;dorycnium;anthyllis;pistachia;30,5;26,5;17;2,58;2,19;2,68;31;27,5;22,5;;;
4;14;320;0;M;1;dorycnium;pistachia;anthyllis;47;16,5;33,5;2,63;3,74;3,86;48,5;18;33;;;
4;14;321;1;M;1;dorycnium;anthyllis;pistachia;41;16,5;27,5;2,43;2,42;3,45;50;36;28,5;;;
4;14;325;0;M;0;dorycnium;anthyllis;pistachia;D;29;20;1,9;2,86;3,17;D;29;21;;;
4;14;326;1;M;1;pistachia;anthyllis;dorycnium;25;23,5;17;3,7;2,71;2,42;24,5;28;18;;;
4;14;327;1;P;1;pistachia;pistachia;pistachia;8;15;21;2,83;3,09;3,08;10;15,5;20,5;;;
4;14;328;0;P;1;pistachia;pistachia;pistachia;29;17;24;4,97;2,87;4,46;31,5;17,5;28,5;;;
4;14;330;0;A;1;anthyllis;anthyllis;anthyllis;24,5;D;29,5;5,45;1,64;2,8;26,5;D;27;;;
4;14;331;1;A;1;anthyllis;anthyllis;anthyllis;25;27,5;D;2,24;2,65;2,26;25,5;26,5;D;;;
4;14;332;0;P;0;pistachia;pistachia;pistachia;D;D;D;4,6;4,8;4,53;D;D;D;;;
4;14;334;1;P;0;pistachia;pistachia;pistachia;D;D;D;3,75;4,57;2,15;D;D;D;;;
4;14;335;0;A;0;anthyllis;anthyllis;anthyllis;34,5;29;30,5;4,17;2,61;3,91;35;28,5;31,5;;;
4;14;336;1;A;1;anthyllis;anthyllis;anthyllis;25,5;26,5;33;2,7;1,89;2,07;26,5;28,5;35;;;
4;14;337;0;A;0;anthyllis;anthyllis;anthyllis;23;21;27;2,48;2,92;3,04;23;21,5;28;;;
4;14;338;1;A;1;anthyllis;anthyllis;anthyllis;24,5;10,5;15;2,45;2,41;2,22;23,5;10;16;;;
4;14;339;0;D;0;dorycnium;dorycnium;dorycnium;7;D;D;0,99;2,27;3,21;7;D;D;;;
4;14;340;1;D;1;dorycnium;dorycnium;dorycnium;34;33;36;4,07;2,69;3,05;35;34;42,5;;;
4;14;341;0;D;1;dorycnium;dorycnium;dorycnium;41,5;44,5;37,5;4,54;3,9;2,62;42;43;37;;;
4;14;342;1;D;0;dorycnium;dorycnium;dorycnium;34;29;33;3,67;3,24;3,5;35;37,5;35,5;;;
4;14;344;0;M;1;anthyllis;pistachia;dorycnium;16,5;23,5;35;3,39;4,24;3,32;15,5;25,5;38;;;
4;14;345;1;M;1;pistachia;anthyllis;dorycnium;25;25;39;3,53;2,65;3,02;25;23;42;;;
4;14;346;0;D;1;dorycnium;dorycnium;dorycnium;34;44,5;47;4,6;4,81;3,39;36,5;45;48;;;
4;14;347;0;A;1;anthyllis;anthyllis;anthyllis;18,5;24;M;2,24;3,5;M;20;25;M;;;
4;14;348;1;D;1;dorycnium;dorycnium;dorycnium;41;39,5;38,5;3,29;3,24;2,82;43;40,5;46;;;
4;14;349;1;A;0;anthyllis;anthyllis;anthyllis;16;42,5;18;1,43;3,24;1,95;18,5;50;18,5;;;
4;14;350;1;P;1;pistachia;pistachia;pistachia;D;23;25;4,02;4,33;3,82;D;25,5;27;;;
4;14;351;0;P;0;pistachia;pistachia;pistachia;D;28,5;D;2,67;3,21;3,09;D;29,5;D;;;
4;14;352;1;P;0;pistachia;pistachia;pistachia;11,5;D;12,5;2,9;3,3;2,3;13;D;18;;;
4;14;353;0;P;1;pistachia;pistachia;pistachia;18;23,5;23,5;3,18;3,04;4,04;21;27;31;;;
4;14;354;1;M;0;pistachia;anthyllis;dorycnium;20;33,5;D;3,16;2,56;2,27;25;37;D;;;
4;14;356;0;P;0;pistachia;pistachia;pistachia;27,5;30;33,5;5,15;3,63;5,35;33;37;36;;;
4;14;357;1;P;1;pistachia;pistachia;pistachia;30;28;25;4,22;3,91;3,71;31,5;31;29;;;
4;15;1452;0;D;1;dorycnium;dorycnium;dorycnium;36,5;37,5;D;2,85;4,06;3,27;37,5;36,5;D;;;
4;15;1453;1;D;1;dorycnium;dorycnium;dorycnium;D;D;C;2,45;3,53;3,2;D;D;C;;;cassé sur le coup
4;15;1455;0;D;0;dorycnium;dorycnium;dorycnium;39,5;39;41,5;3,46;3,01;4,45;38;39;40,5;;;
4;15;1457;0;D;0;dorycnium;dorycnium;dorycnium;C;26;D;3,82;2,5;3,02;C;26;D;;;
4;15;1458;1;D;0;dorycnium;dorycnium;dorycnium;D;D;D;2,13;3,48;2,22;D;D;D;;;
4;15;1459;0;D;1;dorycnium;dorycnium;dorycnium;C;34,5;34;2,21;3,19;3,24;D;33,5;33;;;
4;15;1460;0;M;1;anthyllis;dorycnium;pistachia;26,5;56;20;2,29;3,02;3,18;26,5;57,5;34;;;
4;15;1462;1;M;1;pistachia;anthyllis;dorycnium;21,5;34;40,5;3,35;3,48;3,43;23;33;42,5;;;
4;15;1463;1;P;0;pistachia;pistachia;pistachia;25,5;27;D;4,23;3,5;3,7;24;30;D;;;
4;15;1464;0;P;1;pistachia;pistachia;pistachia;28;26,5;25,5;3,82;4,03;3,95;30,5;29,5;28;;;
4;15;1465;1;D;1;dorycnium;dorycnium;dorycnium;34;28;D;3,5;2,35;3,3;40;28;D;;;
4;15;1466;0;P;0;pistachia;pistachia;pistachia;23,5;20;D;4,35;3,33;2,63;26;22;D;;;
4;15;1467;1;P;0;pistachia;pistachia;pistachia;D;D;D;3,9;3,48;3,71;D;D;D;;;
4;15;1468;0;M;0;dorycnium;pistachia;anthyllis;31;D;21;1,72;2,46;2,94;31;D;28;;;
4;15;1469;0;M;1;anthyllis;dorycnium;pistachia;24,5;33,5;23;2,79;3,5;3,26;25;38;26;;;
4;15;1470;1;M;0;dorycnium;pistachia;anthyllis;31,5;23,5;30;3,61;2,6;2,54;32;25;30,5;;;
4;15;1471;0;P;0;pistachia;pistachia;pistachia;26;26,5;17,5;4,17;3,91;3,27;27,5;27;17,5;;;
4;15;1472;1;P;1;pistachia;pistachia;pistachia;D;26,5;24,5;3,44;4,01;4,74;D;28;26;;;
4;15;1473;1;P;0;pistachia;pistachia;pistachia;26;31;25,5;4,38;3,99;5,79;26,5;32;29;;;
4;15;1474;0;P;0;pistachia;pistachia;pistachia;14;28;24,5;2,69;3,33;4,38;13,5;27,5;26;;;
4;15;1475;1;M;0;anthyllis;dorycnium;pistachia;38,5;37;21,5;3,67;4,7;3,03;36;42;24;;;
4;15;1476;1;M;0;dorycnium;anthyllis;pistachia;22,5;26;D;3,51;2,85;2,49;22;28;D;;;
4;15;1477;1;A;1;anthyllis;anthyllis;anthyllis;30;11,5;33;2,93;2,18;2,78;30;11;31;;;
4;15;1478;0;A;1;anthyllis;anthyllis;anthyllis;19;28,5;18;1,8;3,4;2,76;21;28,5;16,5;;;
4;15;1481;1;P;1;pistachia;pistachia;pistachia;28,5;18;D;3,39;3,31;5,08;31,5;21;D;;;
4;15;1482;0;P;1;pistachia;pistachia;pistachia;D;21;D;3,95;4,7;3,35;D;29;D;;;
4;15;1483;0;D;1;dorycnium;dorycnium;dorycnium;42;32,5;37,5;3,07;2,4;2,12;42;33;37;;;
4;15;1484;1;D;1;dorycnium;dorycnium;dorycnium;34;32,5;26,5;3,01;2,71;2,36;46;49,5;33,5;;;
4;15;1485;0;D;0;dorycnium;dorycnium;dorycnium;34;32,5;41;3,17;3,13;2,89;36;34;40,5;;;
4;15;1486;1;D;1;dorycnium;dorycnium;dorycnium;26;19;D;2,81;2,66;2,94;42,5;36;D;;;
4;15;1488;0;M;0;pistachia;anthyllis;dorycnium;10;10,5;27,5;2,57;2,87;2,25;13;10;28;;;
4;15;1490;0;P;1;pistachia;pistachia;pistachia;24;20;D;3,5;4,11;3,69;28;22;D;;;
4;15;1454;0;A;0;anthyllis;anthyllis;anthyllis;34;26;26;3,49;3;2,16;32,5;31;25;;;
4;15;1495;1;A;1;anthyllis;anthyllis;anthyllis;22;29,5;23;2,43;2,69;2,37;24;29;23;;;
4;15;1496;0;A;1;anthyllis;anthyllis;anthyllis;30;20;25;3,21;2,7;2,21;27;19;24;;;
4;15;1497;1;M;0;anthyllis;pistachia;dorycnium;26;D;D;4,34;2,71;3;25;D;D;;;
4;15;1498;0;M;0;dorycnium;pistachia;anthyllis;D;9;15;4,9;2,79;1,94;D;7;15;;;
4;15;1500;1;A;1;anthyllis;anthyllis;anthyllis;37;30;22;3,07;2,95;2,58;37;30;22;;;
4;15;1501;0;P;1;pistachia;pistachia;pistachia;33,5;25,5;21;5,09;4,18;3,1;37;28;23;;;
4;15;1503;1;P;0;pistachia;pistachia;pistachia;D;D;D;3,45;4,44;3,7;D;D;D;;;
4;15;1504;0;P;1;pistachia;pistachia;pistachia;D;25;D;3,91;4,69;5,83;D;27,5;D;;;
4;15;1505;1;D;1;dorycnium;dorycnium;dorycnium;26,5;37,5;38,5;2,1;3,13;3,46;32;38,5;42;;;
4;15;1506;0;D;1;dorycnium;dorycnium;dorycnium;39,5;38,5;46,5;3,07;3,29;4,48;40;39,5;49;;;
4;15;1507;0;M;1;dorycnium;pistachia;anthyllis;31;27;19;3,28;5,13;3,08;30,5;27;19;;;
4;15;1508;1;M;0;pistachia;anthyllis;dorycnium;24;24;24;4,27;2,28;4,78;28,5;24,5;25,5;;;
4;15;1509;0;M;1;pistachia;dorycnium;anthyllis;12,5;35;32,5;3,31;2,89;3,14;14;35;32,5;;;
4;15;1510;1;M;1;dorycnium;anthyllis;pistachia;28;28,5;21,5;2,2;2,51;5,62;30;33;23;;;
4;15;1512;1;D;1;dorycnium;dorycnium;dorycnium;28;35;25;2,45;3,31;2,4;32,5;42;28;;;
4;15;1513;0;D;1;dorycnium;dorycnium;dorycnium;31;31;D;2,65;3,13;2,15;31,5;32,5;D;;;
4;15;1515;0;A;0;anthyllis;anthyllis;anthyllis;27;21,5;21;2,9;2,01;3,35;26,5;24;22;;;
4;15;1523;1;A;1;anthyllis;anthyllis;anthyllis;10;15;19,5;2,19;3,19;3,01;11;18;20;;;
4;15;1524;0;A;0;anthyllis;anthyllis;anthyllis;M;30;22;M;3,53;3,23;M;30;22;;;
4;15;1526;1;A;0;anthyllis;anthyllis;anthyllis;26,5;10;24;3,39;3,26;3,07;28,5;23;29;;;
4;15;1527;0;A;0;anthyllis;anthyllis;anthyllis;23,5;20;3;2,95;2,55;1,79;23;20;3;;;resprout
4;15;1528;0;M;0;anthyllis;pistachia;dorycnium;30,5;D;30;3,01;4,1;2,66;31;D;29;;;
4;15;1529;1;M;1;dorycnium;pistachia;anthyllis;30,5;19;26;3,66;4,13;2,28;33,5;18,5;25;;;
4;15;1530;1;P;0;pistachia;pistachia;pistachia;D;D;D;3,72;4,31;3,31;D;D;D;;;
4;15;1531;1;D;1;dorycnium;dorycnium;dorycnium;28,5;D;D;4,52;3,35;2,25;39;D;D;;;
