ter	plot	label	ms	com	watering	sp1	sp2	sp3	h1	h2	h3	d1	d2	d3	fresh_mass1	fresh_mass2	fresh_mass3	fresh_m_f1	fresh_m_f2	fresh_m_f3
4	14	311	0	A	0	anthyllis	anthyllis	anthyllis	27,9	28	25,8	1,82	2,1	2,69						
4	14	312	0	D	0	dorycnium	dorycnium	dorycnium	30,8	29,5	26	1,74	2,65	2,57						
4	14	313	0	P	0	pistachia	pistachia	pistachia	28,6	25,1	26,2	3,34	3,58	3,38						
4	14	314	1	D	0	dorycnium	dorycnium	dorycnium	33	36,4	32,9	3,31	3,12	3,29						
4	14	315	1	P	1	pistachia	pistachia	pistachia	21	21,2	24	3,87	3,85	3,61						
4	14	316	1	M	1	anthyllis	dorycnium	pistachia	17,3	24,6	28,1	2,88	2,59	3,87						
4	14	317	0	M	1	anthyllis	dorycnium	pistachia	19,1	30,1	26,2	1,96	4,8	4,01						
4	14	319	0	M	0	dorycnium	anthyllis	pistachia	28,7	25,8	18	2,38	1,85	2,57						
4	14	320	0	M	1	dorycnium	pistachia	anthyllis	24,1	15,1	27,2	1,99	3,58	2,58						
4	14	321	1	M	1	dorycnium	anthyllis	pistachia	26	25,5	26,2	2,05	1,46	2,86						
4	14	325	0	M	0	dorycnium	anthyllis	pistachia	27,5	21,2	21,6	2,13	2,26	2,86						
4	14	326	1	M	1	pistachia	anthyllis	dorycnium	24,4	32,5	23,5	3,32	2,05	2,34						
4	14	327	1	P	1	pistachia	pistachia	pistachia	12,5	8	17,2	2,77	2,05	2,78						
4	14	328	0	P	1	pistachia	pistachia	pistachia	28	17,8	27,5	2,5	4,98	4,34						
4	14	330	0	A	1	anthyllis	anthyllis	anthyllis	16,7	17,8	22,4	2,56	1,97	1,64						
4	14	331	1	A	1	anthyllis	anthyllis	anthyllis	19,1	23,2	23,7	1,49	2,41	2,14						
4	14	332	0	P	0	pistachia	pistachia	pistachia	28,8	31,4	24,6	4,71	4,42	4,67						
4	14	334	1	P	0	pistachia	pistachia	pistachia	30,4	23	9,5	3,87	5,56	2,07						
4	14	335	0	A	0	anthyllis	anthyllis	anthyllis	27,6	20,5	28,6	3,29	2,94	2,72						
4	14	336	1	A	1	anthyllis	anthyllis	anthyllis	21	24,3	27	2,12	1,66	1,48						
4	14	337	0	A	0	anthyllis	anthyllis	anthyllis	19,1	19,1	20,2	1,52	2,26	2,22						
4	14	338	1	A	1	anthyllis	anthyllis	anthyllis	26	14	12,4	3,14	1,81	1,83						
4	14	339	0	D	0	dorycnium	dorycnium	dorycnium	7,1	21,9	31	1,23	2,29	2,8						
4	14	340	1	D	1	dorycnium	dorycnium	dorycnium	30	31	27	2,65	2	1,98						
4	14	341	0	D	1	dorycnium	dorycnium	dorycnium	30,5	28,7	27,2	3,31	2,19	1,69						
4	14	342	1	D	0	dorycnium	dorycnium	dorycnium	21,4	27,2	28,1	2,6	2,67	3,08						
4	14	344	0	M	1	anthyllis	pistachia	dorycnium	18,1	24	27,2	1,21	4,15	2,29						
4	14	345	1	M	1	anthyllis	pistachia	dorycnium	19,9	22,8	32,5	1,91	3,07	2,79						
4	14	346	0	D	1	dorycnium	dorycnium	dorycnium	34,9	30	31,3	3,08	2,99	1,73						
4	14	347	0	A	1	anthyllis	anthyllis	anthyllis	19	20	12	2,12	1,43	1,45						
4	14	348	1	D	1	dorycnium	dorycnium	dorycnium	25	33	28,5	2,54	2,3	2,68						
4	14	349	1	A	0	anthyllis	anthyllis	anthyllis	14,8	40	16,1	0,99	2,66	1,75						
4	14	350	1	P	1	pistachia	pistachia	pistachia	24,2	27,7	23,1	4,51	4,23	3,54						
4	14	351	0	P	0	pistachia	pistachia	pistachia	22,6	19	19,4	2,25	2,36	2,09						
4	14	352	1	P	0	pistachia	pistachia	pistachia	13,6	33,2	15,5	2,5	3,37	2,24						
4	14	353	0	P	1	pistachia	pistachia	pistachia	22,2	16,4	23,9	3,15	2,82	3,33						
4	14	354	1	M	0	pistachia	anthyllis	dorycnium	26,7	36,2	22,4	3,16	1,77	2,44						
4	14	356	0	P	0	pistachia	pistachia	pistachia	29,1	29	36,2	4,69	3,38	5,01						
4	14	357	1	P	1	pistachia	pistachia	pistachia	27,8	27,4	29,9	3,66	3,29	3,39						
4	15	1452	0	D	1	dorycnium	dorycnium	dorycnium	29	29,4	30	3,7	2,55	3,3						
4	15	1453	1	D	1	dorycnium	dorycnium	dorycnium	28,6	28,8	31	2,41	3,02	1,9						
4	15	1455	0	D	0	dorycnium	dorycnium	dorycnium	33,2	28,8	32,5	3,33	3,15	4,03						
4	15	1457	0	D	0	dorycnium	dorycnium	dorycnium	26,6	24	23,8	4,37	1,86	2,83						
4	15	1458	1	D	0	dorycnium	dorycnium	dorycnium	27,3	23,3	26,1	3,2	2	1,96						
4	15	1459	0	D	1	dorycnium	dorycnium	dorycnium	25,2	26,8	25,9	2,41	2,46	2,83						
4	15	1460	0	M	1	dorycnium	anthyllis	pistachia	37	18	16	2,75	1,31	2,87						
4	15	1462	1	M	1	pistachia	anthyllis	dorycnium	19	26,5	25	2,84	2,51	3,12						
4	15	1463	1	P	0	pistachia	pistachia	pistachia	24,8	29	34,6	4,05	3,12	3,99						
4	15	1464	0	P	1	pistachia	pistachia	pistachia	26,7	27,5	25,6	3,81	3,8	3,69						
4	15	1465	1	D	1	dorycnium	dorycnium	dorycnium	26,2	27,3	35	3,09	2,29	3,49						
4	15	1466	0	P	0	pistachia	pistachia	pistachia	27	21,5	21,6	2,81	2,95	2,36						
4	15	1467	1	P	0	pistachia	pistachia	pistachia	30,7	25,5	30,9	3,58	3,9	4,22						
4	15	1468	0	M	0	dorycnium	pistachia	anthyllis	26,2	17,2	22,3	1,57	1,44	1,54						
4	15	1469	0	M	1	anthyllis	dorycnium	pistachia	16	30,6	25,2	2,02	2,54	3,34						
4	15	1470	1	M	0	dorycnium	pistachia	anthyllis	25,5	24,4	18,6	3,7	2,32	2,46						
4	15	1471	0	P	0	pistachia	pistachia	pistachia	26,5	23,1	17,5	3,71	3,08	2,18						
4	15	1472	1	P	1	pistachia	pistachia	pistachia	27,9	17,2	23,2	3,71	3,16	2,74						
4	15	1473	1	P	0	pistachia	pistachia	pistachia	26,5	29,8	27	4,01	4,38	5,45						
4	15	1474	0	P	0	pistachia	pistachia	pistachia	26	17,8	24,1	2,03	3,34	3,88						
4	15	1475	1	M	0	dorycnium	anthyllis	pistachia	32,5	36,5	20,8	4,37	4,7	2,61						
4	15	1476	1	M	0	dorycnium	pistachia	anthyllis	30,1	20,7	29,2	3,26	2,16	2,56						
4	15	1477	1	A	1	anthyllis	anthyllis	anthyllis	19,8	16	23,4	2,13	1,86	2,4						
4	15	1478	0	A	1	anthyllis	anthyllis	anthyllis	22,1	29,9	11,8	1,68	3,03	1,93						
4	15	1481	1	P	1	pistachia	pistachia	pistachia	29	29,5	19	3,18	5,22	3,42						
4	15	1482	0	P	1	pistachia	pistachia	pistachia	22,5	24,2	33,5	4,08	4,8	3,57						
4	15	1483	0	D	1	dorycnium	dorycnium	dorycnium	28,7	24,9	26	2,8	2,09	1,2						
4	15	1484	1	D	1	dorycnium	dorycnium	dorycnium	33,5	32,5	28,6	2,83	2,06	1,73						
4	15	1485	0	D	0	dorycnium	dorycnium	dorycnium	29,1	29,2	31,5	2,68	2,83	2,52						
4	15	1486	1	D	1	dorycnium	dorycnium	dorycnium	29,6	30,2	32,3	2,8	2,59	2,73						
4	15	1488	0	M	0	pistachia	anthyllis	dorycnium	7,2	17,5	28,2	2,29	2,91	2,45						
4	15	1490	0	P	1	pistachia	pistachia	pistachia	17,1	32,8	26,2	3,86	3,03	3,52						
4	15	1454	0	A	0	anthyllis	anthyllis	anthyllis	30	34,4	20,1	2,66	2,31	2,13						
4	15	1495	1	A	1	anthyllis	anthyllis	anthyllis	20,6	23,5	24,7	2,54	1,71	1,51						
4	15	1496	0	A	1	anthyllis	anthyllis	anthyllis	31	17	15,2	3,01	2,42	1,5						
4	15	1497	1	M	0	anthyllis	dorycnium	pistachia	20,1	25,9	19,2	2,43	2,92	4,39						
4	15	1498	0	M	0	dorycnium	pistachia	anthyllis	23,3	8,2	14,5	4,44	2,62	1,75						
4	15	1500	1	A	1	anthyllis	anthyllis	anthyllis	22,4	26,9	38	1,92	2,25	3,25						
4	15	1501	0	P	1	pistachia	pistachia	pistachia	34,6	23,2	20	4,45	3,72	2,57						
4	15	1503	1	P	0	pistachia	pistachia	pistachia	27	28,5	21	3,54	4,3	3,76						
4	15	1504	0	P	1	pistachia	pistachia	pistachia	29,6	24,6	31,7	3,3	3,89	4,16						
4	15	1505	1	D	1	dorycnium	dorycnium	dorycnium	23,4	23	29,4	1,94	2,38	2,98						
4	15	1506	0	D	1	dorycnium	dorycnium	dorycnium	27,8	21,7	22,3	2,74	3,51	3,35						
4	15	1507	0	M	1	dorycnium	pistachia	anthyllis	25,5	26,2	24,7	3,29	5,2	2,23						
4	15	1508	1	M	0	pistachia	anthyllis	dorycnium	25,5	18,8	22,5	4,24	1,65	5						
4	15	1509	0	M	1	pistachia	dorycnium	anthyllis	13	26,8	33,8	2,95	2,82	2,22						
4	15	1510	1	M	1	dorycnium	anthyllis	pistachia	27,7	25	18,5	2,67	1,34	5,05						
4	15	1512	1	D	1	dorycnium	dorycnium	dorycnium	30,2	29	26,5	2,68	3,58	1,84						
4	15	1513	0	D	1	dorycnium	dorycnium	dorycnium	29,5	27,2	27,6	2,98	2,81	2,42						
4	15	1515	0	A	0	anthyllis	anthyllis	anthyllis	25,1	24,2	24,1	2,24	1,17	2,69						
4	15	1523	1	A	1	anthyllis	anthyllis	anthyllis	13,2	8,2	20,6	1,69	1,75	1,56						
4	15	1524	0	A	0	anthyllis	anthyllis	anthyllis	24	17	5,7	1,74	1,35	0,84						
4	15	1526	1	A	0	anthyllis	anthyllis	anthyllis	19,1	24,5	27,5	2,7	2,38	2,65						
4	15	1527	0	A	0	anthyllis	anthyllis	anthyllis	17,2	17,1	20,9	2,36	1,81	1,66						
4	15	1528	0	M	0	anthyllis	pistachia	dorycnium	18,5	20,5	25,5	2,39	2,37	1,76						
4	15	1529	1	M	1	dorycnium	pistachia	anthyllis	29,4	18,2	22,7	3,46	3,59	1,48						
4	15	1530	1	P	0	pistachia	pistachia	pistachia	23,3	25,3	24	3,69	3,83	3,31						
4	15	1531	1	D	1	dorycnium	dorycnium	dorycnium	35,2	32,2	34,1	4,28	2,65	2,45						
